Date,Sales Person,State,Product,Quantity
2025-05-03,Vivaan Chand,Gujarat,Graphic Pad,186
2025-09-03,Yasmin Setty,Chhattisgarh,Standard Keyboard,251
2025-06-24,Kanav Savant,Karnataka,WebCam,148
2025-01-07,Nirvi Lal,Himachal Pradesh,Gaming Mouse,274
2025-06-12,Riaan Trivedi,Telangana,Thermal Printer,286
2025-04-22,Mamooty Mangal,Andhra Pradesh,Laser Printer,229
2025-05-21,Nitya Doctor,Chhattisgarh,Standard Keyboard,106
2024-09-20,Piya Goswami,Himachal Pradesh,Mechanical Keyboard,316
2024-10-19,Madhup Kulkarni,Telangana,Standard Keyboard,280
2025-01-07,Armaan Bahl,Kerala,Flatbed Scanner,170
2025-01-09,Gatik Arora,Gujarat,Thermal Printer,174
2025-05-11,Alisha Mangal,Telangana,Thermal Printer,174
2024-11-26,Jayan Vyas,Jammu and Kashmir,Mouse,398
2025-04-17,Arnav Karan,Uttar Pradesh,Standard Keyboard,595
2025-06-26,Seher Bawa,Kerala,Laser Printer,464
2025-04-18,Taimur Konda,Assam,Mechanical Keyboard,120
2025-08-05,Prerak Khalsa,Uttarakhand,Graphic Pad,158
2024-09-06,Suhana Sampath,Karnataka,Graphic Pad,132
2024-09-23,Zain Kapur,Punjab,Laser Printer,343
2025-03-14,Kabir Kalla,Haryana,OMR Scanner,318
2024-12-11,Azad Sandhu,West Bengal,Mouse,139
2024-11-22,Heer Badal,Jammu and Kashmir,Graphic Pad,415
2025-08-24,Ivana Garde,Maharashtra,Mouse,250
2024-11-22,Nirvaan Bansal,Jammu and Kashmir,WebCam,131
2025-04-21,Yuvaan Grewal,Jammu and Kashmir,Laser Printer,433
2025-08-07,Anahi Keer,Telangana,OCR Scanner,353
2024-10-01,Myra Chauhan,Rajasthan,OCR Scanner,432
2025-04-19,Oorja Thaker,Himachal Pradesh,OCR Scanner,468
2025-08-06,Misha Malhotra,Punjab,Gaming Mouse,205
2025-07-07,Taran Mani,Bihar,Mechanical Keyboard,389
2025-03-02,Chirag Ghosh,Chhattisgarh,Graphic Pad,353
2025-07-03,Madhup Thakkar,Telangana,Graphic Pad,511
2025-04-15,Shamik Sachdeva,Uttarakhand,Gaming Mouse,208
2025-06-20,Aarav Atwal,Himachal Pradesh,Standard Keyboard,282
2025-03-15,Aarna Sinha,Punjab,WebCam,445
2024-12-27,Emir Sawhney,Haryana,Mouse,338
2025-06-15,Shalv Yadav,Madhya Pradesh,Gaming Mouse,576
2025-07-29,Dhanush Ravel,West Bengal,Graphic Pad,408
2025-02-09,Jayesh Krishna,Bihar,Graphic Pad,115
2024-12-18,Tushar Som,West Bengal,Mechanical Keyboard,548
2025-07-05,Sana Reddy,Maharashtra,Gaming Mouse,355
2025-03-04,Raunak Biswas,Madhya Pradesh,Thermal Printer,373
2025-07-30,Madhav Varughese,Himachal Pradesh,OMR Scanner,126
2025-04-19,Indrajit Mannan,West Bengal,Standard Keyboard,164
2025-02-20,Adah Chakrabarti,Haryana,Thermal Printer,555
2025-05-26,Eva Zacharia,Himachal Pradesh,Foldable Keyboard,214
2024-10-13,Hrishita Tara,Bihar,Gaming Mouse,211
2024-11-16,Yashvi Barman,West Bengal,Laser Printer,348
2025-07-04,Zeeshan Joshi,Telangana,OCR Scanner,592
2025-06-18,Lavanya Kade,Madhya Pradesh,Thermal Printer,301
2025-06-30,Arhaan Sha,Assam,Thermal Printer,378
2025-07-05,Jhanvi Buch,Bihar,Mouse,323
2024-09-27,Madhav Dyal,Rajasthan,OCR Scanner,522
2025-09-01,Tiya Kurian,Jammu and Kashmir,Mouse,511
2025-01-23,Lakshay Tata,Telangana,Flatbed Scanner,178
2025-09-01,Jivin Thakkar,Haryana,Foldable Keyboard,259
2025-06-22,Gokul Rastogi,Arunachal Pradesh,Gaming Mouse,120
2024-10-02,Nirvi Kibe,Telangana,OCR Scanner,264
2025-04-12,Taimur Kapadia,Uttarakhand,Thermal Printer,403
2024-10-24,Ishita Kanda,Himachal Pradesh,Gaming Mouse,403
2025-06-12,Madhup Dhillon,Andhra Pradesh,Flatbed Scanner,244
2025-07-11,Indrans Dash,Assam,Mechanical Keyboard,464
2024-10-18,Rohan Bhardwaj,Telangana,OMR Scanner,105
2024-11-20,Pranay Butala,West Bengal,Standard Keyboard,364
2024-12-21,Rasha Dalal,Uttarakhand,OCR Scanner,289
2024-12-03,Kismat Sathe,Uttar Pradesh,OMR Scanner,248
2025-08-10,Sara Dar,Himachal Pradesh,Mechanical Keyboard,252
2025-05-07,Mehul Kaul,Andhra Pradesh,Graphic Pad,241
2025-04-29,Anvi Bhatti,Uttar Pradesh,Foldable Keyboard,103
2025-08-31,Mahika Sen,Haryana,Mechanical Keyboard,320
2025-05-01,Zoya Kamdar,Andhra Pradesh,Laser Printer,336
2025-07-09,Tara Shetty,Karnataka,Flatbed Scanner,340
2025-05-17,Jiya Saraf,Tamil Nadu,OMR Scanner,394
2025-05-10,Rhea Ratti,Arunachal Pradesh,OMR Scanner,282
2025-04-29,Inaaya  Wagle,Karnataka,Gaming Mouse,428
2024-10-31,Ishita Grover,Bihar,Graphic Pad,193
2025-08-27,Charvi Sridhar,Chhattisgarh,Mechanical Keyboard,297
2024-10-21,Charvi Varghese,Telangana,Graphic Pad,538
2024-11-10,Tara Chaudhry,Andhra Pradesh,Laser Printer,154
2024-11-16,Shray Chatterjee,Gujarat,Foldable Keyboard,480
2025-07-27,Elakshi Chad,West Bengal,Gaming Mouse,491
2025-01-31,Yuvraj  Bhandari,Assam,Mouse,207
2025-08-24,Zeeshan Karpe,Uttarakhand,Mouse,499
2025-03-25,Nehmat Gera,Madhya Pradesh,Mouse,547
2024-11-17,Pari Dugal,Madhya Pradesh,OCR Scanner,333
2025-06-14,Taimur Sandhu,Madhya Pradesh,Thermal Printer,382
2025-08-22,Kismat Sangha,West Bengal,Mouse,358
2024-10-26,Rhea Manda,Odisha,Thermal Printer,465
2025-07-30,Hridaan Dash,Rajasthan,Standard Keyboard,511
2025-05-14,Suhana Kala,Chhattisgarh,Mechanical Keyboard,281
2025-06-01,Rati Deol,Telangana,Thermal Printer,190
2025-05-12,Nirvaan Mand,Arunachal Pradesh,Laser Printer,594
2024-12-03,Ira Sawhney,Chhattisgarh,Mouse,174
2025-05-11,Darshit Ganguly,Andhra Pradesh,Laser Printer,361
2025-04-13,Jayesh Sha,Gujarat,Thermal Printer,277
2024-09-30,Dhruv Choudhury,Telangana,WebCam,283
2024-09-30,Tarini Talwar,Tamil Nadu,WebCam,304
2024-10-27,Rhea Goda,Telangana,OMR Scanner,416
2025-04-06,Advika Gole,Kerala,Thermal Printer,454
2024-12-13,Vivaan Venkataraman,Himachal Pradesh,Thermal Printer,256
2025-08-25,Chirag Dugar,Arunachal Pradesh,OMR Scanner,192
2025-07-05,Lavanya Dash,Tamil Nadu,WebCam,385
2025-01-19,Mannat Vohra,Bihar,Foldable Keyboard,552
2025-03-06,Gatik Varty,West Bengal,WebCam,448
2024-09-15,Saanvi Bali,Haryana,Graphic Pad,246
2025-01-04,Vedika Brar,Arunachal Pradesh,Foldable Keyboard,216
2025-08-28,Shamik Bose,Jammu and Kashmir,Laser Printer,326
2025-02-06,Ishita Tara,Bihar,Foldable Keyboard,244
2025-01-17,Anaya Saha,Gujarat,WebCam,147
2025-03-26,Anay Mann,Rajasthan,Gaming Mouse,398
2025-08-25,Divyansh Sarraf,Tamil Nadu,OMR Scanner,236
2025-07-06,Shalv Thakur,Kerala,Foldable Keyboard,240
2025-05-30,Nishith Magar,Uttar Pradesh,WebCam,238
2025-06-10,Ahana  Andra,Karnataka,Flatbed Scanner,294
2024-12-19,Aarush Dara,Haryana,Mouse,151
2025-01-07,Nehmat Vasa,Rajasthan,WebCam,427
2024-12-08,Himmat Dada,West Bengal,Mechanical Keyboard,509
2024-10-28,Samaira Desai,Andhra Pradesh,Thermal Printer,101
2025-04-03,Drishya Ratti,Gujarat,Mechanical Keyboard,117
2025-06-26,Ishita Doctor,Haryana,Gaming Mouse,458
2025-02-25,Anahi Sane,Tamil Nadu,Thermal Printer,565
2024-11-04,Tushar Keer,Karnataka,Gaming Mouse,199
2024-11-12,Nitya Ratti,Arunachal Pradesh,Laser Printer,512
2025-06-16,Vritika Edwin,Karnataka,Laser Printer,206
2024-11-10,Madhav Sachdeva,Assam,OCR Scanner,471
2025-03-29,Samarth Dada,Haryana,Standard Keyboard,151
2024-11-01,Renee Singhal,Telangana,OCR Scanner,275
2025-04-07,Vanya Mannan,Assam,Thermal Printer,236
2025-07-14,Dhanush Varughese,Karnataka,Graphic Pad,149
2025-02-06,Saanvi Ratta,Kerala,Mouse,165
2025-03-26,Kiara Wable,West Bengal,Mechanical Keyboard,282
2024-10-11,Anahita Vig,Andhra Pradesh,OMR Scanner,139
2025-02-19,Saanvi Seth,Gujarat,Mechanical Keyboard,394
2024-12-18,Nitya Walla,Himachal Pradesh,WebCam,387
2025-06-27,Anaya Baral,Madhya Pradesh,Flatbed Scanner,141
2025-03-21,Jivin Wable,Jammu and Kashmir,Gaming Mouse,515
2024-11-02,Divij Hayre,Rajasthan,Mechanical Keyboard,563
2024-11-14,Kimaya Chad,Haryana,Mouse,329
2024-09-10,Zoya Maharaj,Karnataka,Mechanical Keyboard,559
2025-06-23,Umang Chopra,Uttar Pradesh,Gaming Mouse,245
2024-10-04,Shayak Deshpande,Gujarat,Laser Printer,272
2025-05-25,Azad Brar,Uttar Pradesh,Standard Keyboard,187
2024-12-15,Himmat Jani,Uttar Pradesh,OCR Scanner,528
2024-09-29,Lakshay Chhabra,Gujarat,Laser Printer,384
2025-03-30,Armaan Chahal,Karnataka,Laser Printer,235
2024-11-15,Divyansh Babu,Punjab,Gaming Mouse,482
2025-03-23,Elakshi Krish,Tamil Nadu,Gaming Mouse,488
2025-04-13,Vidur Sami,Maharashtra,Mechanical Keyboard,234
2025-07-17,Devansh Gara,Punjab,OCR Scanner,241
2024-11-23,Jhanvi Chahal,Odisha,Standard Keyboard,473
2025-04-29,Suhana Sachar,West Bengal,Mechanical Keyboard,351
2025-01-01,Hrishita Chandra,Telangana,OCR Scanner,344
2025-08-03,Aaina Sekhon,Bihar,Thermal Printer,131
2024-11-25,Anahi Ganesh,Karnataka,Foldable Keyboard,353
2024-09-30,Navya Sridhar,Andhra Pradesh,Thermal Printer,362
2024-12-09,Riaan Bakshi,Maharashtra,Foldable Keyboard,377
2024-10-24,Jayesh Gill,Arunachal Pradesh,OCR Scanner,301
2025-08-27,Lavanya Buch,West Bengal,Laser Printer,586
2025-02-06,Kismat Chokshi,Tamil Nadu,Thermal Printer,203
2025-06-06,Anay Venkatesh,Karnataka,Flatbed Scanner,443
2025-02-02,Advika Sandal,Gujarat,Standard Keyboard,589
2025-03-17,Vidur Toor,Gujarat,Flatbed Scanner,521
2025-01-25,Seher Gokhale,Andhra Pradesh,WebCam,550
2025-04-24,Tejas Rege,Chhattisgarh,Mechanical Keyboard,453
2025-07-23,Indrans Sahni,Uttarakhand,OMR Scanner,397
2025-01-21,Devansh Bhargava,Telangana,OCR Scanner,539
2024-10-07,Gatik Khanna,Kerala,Flatbed Scanner,438
2025-04-11,Diya Hans,Uttarakhand,OMR Scanner,392
2024-09-05,Vihaan Thaman,Uttarakhand,Flatbed Scanner,529
2024-09-10,Zoya Sahni,Himachal Pradesh,Laser Printer,426
2024-12-14,Nirvaan Sen,Madhya Pradesh,OMR Scanner,469
2025-01-22,Dishani Saha,Andhra Pradesh,Mechanical Keyboard,387
2024-11-04,Elakshi Varkey,Karnataka,Flatbed Scanner,189
2024-10-13,Suhana Gala,Punjab,OCR Scanner,487
2025-02-26,Neysa Chhabra,Arunachal Pradesh,Laser Printer,489
2025-03-13,Yakshit Shanker,Chhattisgarh,WebCam,336
2024-10-05,Rati Shetty,Karnataka,Mouse,526
2025-08-26,Umang Jain,Odisha,Flatbed Scanner,171
2024-12-17,Neelofar Rao,Kerala,Foldable Keyboard,581
2025-01-18,Zain Batra,Telangana,Graphic Pad,422
2025-08-03,Nakul Kapadia,Chhattisgarh,Thermal Printer,123
2024-09-27,Aniruddh Badal,Karnataka,Mouse,246
2025-06-29,Stuvan Johal,Kerala,Mouse,129
2024-11-02,Lagan Keer,Telangana,Laser Printer,268
2025-09-01,Jayant Shankar,Chhattisgarh,Standard Keyboard,147
2024-09-19,Rohan Kapadia,Assam,Foldable Keyboard,212
2025-04-30,Rati Raju,Telangana,Graphic Pad,440
2024-10-26,Renee Handa,Uttarakhand,OMR Scanner,452
2024-11-21,Divit Samra,Telangana,Graphic Pad,560
2025-07-29,Lavanya Wali,Arunachal Pradesh,Mouse,167
2025-03-08,Fateh Ray,Rajasthan,OMR Scanner,387
2025-04-26,Amani Sani,Andhra Pradesh,Laser Printer,360
2025-06-27,Advik Chahal,Bihar,WebCam,592
2024-10-12,Madhup Date,Jammu and Kashmir,Laser Printer,214
2025-07-21,Yuvraj  Sama,Kerala,Thermal Printer,109
2025-07-24,Kaira Aurora,Karnataka,WebCam,486
2024-10-20,Faiyaz Gera,Punjab,OCR Scanner,149
2025-02-18,Bhavin Mammen,Haryana,Thermal Printer,498
2024-12-04,Kiara Mahal,West Bengal,OMR Scanner,339
2024-11-21,Arhaan Kara,Uttar Pradesh,Mouse,322
2025-01-01,Adira Tella,Bihar,Mechanical Keyboard,368
2024-09-15,Vivaan Ray,Punjab,Thermal Printer,540
2025-02-16,Shanaya Bhardwaj,Maharashtra,Flatbed Scanner,161
2025-01-22,Mannat Hans,Uttar Pradesh,OCR Scanner,501
2025-05-02,Raunak Das,Jammu and Kashmir,Laser Printer,576
2024-11-26,Indrans Majumdar,Andhra Pradesh,Standard Keyboard,100
2025-06-28,Kaira Kade,Gujarat,Laser Printer,519
2025-06-05,Zara Arya,Telangana,Standard Keyboard,304
2024-12-07,Yasmin Basu,Haryana,Flatbed Scanner,506
2025-09-01,Yakshit Saini,West Bengal,Thermal Printer,333
2025-06-17,Vardaniya Majumdar,Gujarat,Gaming Mouse,593
2024-11-07,Badal Chaudry,Tamil Nadu,Flatbed Scanner,404
2025-04-22,Riaan Wagle,Jammu and Kashmir,Laser Printer,320
2025-06-03,Romil Bava,Maharashtra,Standard Keyboard,187
2025-08-15,Romil Vora,Chhattisgarh,OCR Scanner,198
2025-03-08,Samiha Sunder,Odisha,OCR Scanner,150
2025-06-14,Devansh Grover,Haryana,WebCam,332
2025-08-16,Miraan Kala,Himachal Pradesh,OMR Scanner,544
2024-09-26,Anay Tata,Gujarat,OMR Scanner,140
2025-06-07,Parinaaz Rastogi,Odisha,Mouse,262
2024-12-29,Heer Dave,Madhya Pradesh,Standard Keyboard,271
2024-11-08,Emir Sahota,Bihar,WebCam,535
2025-06-04,Vivaan Chana,West Bengal,Mechanical Keyboard,440
2025-08-02,Urvi Roy,Jammu and Kashmir,Standard Keyboard,142
2024-10-25,Samaira Ravel,Telangana,Laser Printer,291
2025-07-29,Adira Dhar,Arunachal Pradesh,WebCam,543
2025-01-12,Shanaya Mand,Madhya Pradesh,Standard Keyboard,537
2024-09-27,Advik Bhatt,Arunachal Pradesh,OMR Scanner,117
2025-05-03,Yuvaan Gour,Himachal Pradesh,Mechanical Keyboard,389
2025-06-26,Vidur Johal,Telangana,Mouse,348
2025-06-23,Tejas Kumer,Assam,Thermal Printer,430
2025-01-31,Lakshay Mann,Odisha,Mechanical Keyboard,529
2024-09-03,Purab Kara,Rajasthan,Thermal Printer,352
2025-08-08,Kashvi Koshy,Punjab,OCR Scanner,390
2025-01-08,Vihaan Dalal,Rajasthan,Thermal Printer,170
2024-12-01,Nayantara Arya,Chhattisgarh,Mouse,403
2024-12-23,Samaira Vohra,Uttar Pradesh,Gaming Mouse,358
2025-01-09,Krish Bhatt,Haryana,Thermal Printer,357
2024-12-27,Darshit Sha,Haryana,Thermal Printer,203
2024-09-05,Madhav Bansal,West Bengal,Graphic Pad,445
2025-07-03,Rania Basu,Gujarat,Standard Keyboard,108
2025-03-05,Tiya Cherian,Tamil Nadu,Standard Keyboard,138
2025-05-24,Ranbir Zachariah,Maharashtra,OMR Scanner,269
2025-06-26,Hunar Banik,Assam,Thermal Printer,191
2025-07-05,Darshit Lala,Punjab,OCR Scanner,349
2025-02-05,Urvi Gala,Jammu and Kashmir,OCR Scanner,311
2025-08-19,Yasmin Gupta,Rajasthan,OCR Scanner,356
2025-08-01,Nirvi Vyas,Andhra Pradesh,Gaming Mouse,450
2025-03-12,Hunar Kale,Tamil Nadu,WebCam,377
2024-11-13,Alia Lall,Madhya Pradesh,Gaming Mouse,497
2025-06-28,Prisha Rao,Gujarat,Graphic Pad,264
2025-03-17,Nehmat Upadhyay,Karnataka,Mouse,457
2025-02-26,Saanvi Subramanian,Gujarat,Mouse,496
2025-04-03,Kiaan Sarna,Jammu and Kashmir,Mouse,500
2025-05-06,Tara Sarkar,Odisha,OCR Scanner,573
2025-07-29,Kashvi Jaggi,Uttarakhand,Mechanical Keyboard,365
2024-09-15,Pihu Bhagat,Telangana,Standard Keyboard,362
2025-07-12,Shray Baral,Gujarat,OMR Scanner,121
2025-04-29,Stuvan Dube,Maharashtra,Flatbed Scanner,552
2024-10-07,Parinaaz Korpal,Maharashtra,Thermal Printer,510
2025-05-18,Hridaan Kara,Chhattisgarh,Mechanical Keyboard,444
2025-01-02,Eva Dube,Bihar,Graphic Pad,130
2025-07-25,Rhea Sehgal,Uttar Pradesh,Mechanical Keyboard,444
2025-08-08,Ritvik Balakrishnan,Himachal Pradesh,Gaming Mouse,416
2024-12-08,Baiju Dhar,Telangana,Graphic Pad,522
2025-03-13,Jayant Karpe,Punjab,OMR Scanner,290
2025-04-18,Purab Barad,Arunachal Pradesh,WebCam,393
2024-11-20,Zoya Yohannan,Karnataka,Mouse,380
2024-11-02,Faiyaz Dar,Jammu and Kashmir,Thermal Printer,447
2024-10-08,Shray Seth,Bihar,OCR Scanner,154
2025-06-28,Madhup Rastogi,Himachal Pradesh,Graphic Pad,585
2024-12-24,Alia Sura,Gujarat,Laser Printer,545
2025-04-23,Pari Bandi,Arunachal Pradesh,Foldable Keyboard,139
2024-12-20,Ishita Seshadri,Chhattisgarh,Graphic Pad,553
2024-10-09,Adira Cheema,Maharashtra,Standard Keyboard,545
2025-07-26,Mannat Sagar,Gujarat,Thermal Printer,281
2025-07-24,Umang Rege,Punjab,Graphic Pad,296
2025-07-05,Samaira Boase,Haryana,Foldable Keyboard,389
2024-09-10,Raghav Barad,Bihar,WebCam,471
2024-12-09,Ahana  Rao,Gujarat,Gaming Mouse,306
2024-09-17,Mehul Subramaniam,Haryana,Flatbed Scanner,483
2024-10-25,Rhea Dhar,Rajasthan,Mouse,343
2024-10-14,Himmat Dada,Chhattisgarh,Graphic Pad,170
2025-04-07,Vardaniya Rama,Arunachal Pradesh,Foldable Keyboard,227
2025-01-15,Piya Sachdev,Uttar Pradesh,Standard Keyboard,530
2025-06-17,Nakul Tandon,Haryana,WebCam,232
2024-10-19,Azad Roy,Haryana,Mechanical Keyboard,428
2025-02-12,Hazel Sur,Arunachal Pradesh,OCR Scanner,315
2025-01-08,Anaya Shah,Andhra Pradesh,Graphic Pad,564
2025-03-27,Chirag Bassi,West Bengal,Standard Keyboard,362
2025-04-15,Samaira Bhattacharyya,Uttarakhand,OCR Scanner,314
2025-06-30,Mohanlal Tella,Telangana,OCR Scanner,210
2025-01-13,Advik Amble,Uttarakhand,Flatbed Scanner,327
2025-02-02,Kabir Bali,Andhra Pradesh,Gaming Mouse,474
2025-02-08,Jiya Yogi,Jammu and Kashmir,Graphic Pad,304
2025-06-20,Anvi Rajagopalan,Jammu and Kashmir,OMR Scanner,350
2025-03-31,Faiyaz Grover,Odisha,Standard Keyboard,172
2025-04-22,Riaan Char,Odisha,Flatbed Scanner,300
2025-04-04,Divyansh Boase,Telangana,Mechanical Keyboard,148
2025-05-05,Misha Rajagopalan,Haryana,Foldable Keyboard,577
2025-05-30,Kartik Malhotra,Chhattisgarh,Foldable Keyboard,282
2025-03-07,Samarth Hayer,Assam,Standard Keyboard,218
2024-12-19,Tarini Bhasin,Jammu and Kashmir,Foldable Keyboard,598
2025-02-15,Sahil Varma,Haryana,Thermal Printer,297
2025-02-22,Advika Sinha,Andhra Pradesh,OMR Scanner,567
2025-03-08,Anahi Bakshi,Chhattisgarh,OMR Scanner,136
2025-04-21,Kismat Gara,Kerala,Laser Printer,466
2025-01-27,Aradhya Dey,Gujarat,Laser Printer,276
2025-06-14,Misha Sandal,Kerala,OMR Scanner,496
2024-10-21,Aniruddh Agarwal,Himachal Pradesh,Foldable Keyboard,560
2025-04-17,Tarini Dass,Arunachal Pradesh,WebCam,581
2025-04-06,Shanaya Rama,Chhattisgarh,Gaming Mouse,396
2024-11-12,Arhaan Khanna,Telangana,Laser Printer,527
2025-08-04,Ehsaan Bhattacharyya,Jammu and Kashmir,Gaming Mouse,435
2025-03-02,Himmat Bail,Himachal Pradesh,Flatbed Scanner,541
2025-05-14,Tarini Kade,Uttar Pradesh,Laser Printer,472
2024-11-04,Suhana Dutta,Haryana,WebCam,179
2025-06-11,Yuvaan Sunder,Andhra Pradesh,Laser Printer,140
2024-09-13,Jhanvi Mannan,Maharashtra,Foldable Keyboard,142
2025-03-26,Nayantara Chada,Jammu and Kashmir,WebCam,422
2025-03-20,Shlok Swaminathan,Assam,Graphic Pad,496
2025-07-13,Yakshit Cherian,Karnataka,Foldable Keyboard,283
2025-08-01,Saira Khurana,Odisha,Laser Printer,344
2025-05-28,Suhana Grover,Kerala,Foldable Keyboard,246
2024-10-22,Parinaaz Barad,Bihar,Laser Printer,413
2025-06-13,Urvi Bawa,Jammu and Kashmir,Gaming Mouse,535
2025-02-26,Eva Maharaj,Uttarakhand,OCR Scanner,342
2024-12-21,Eva Borra,Tamil Nadu,OMR Scanner,280
2024-12-02,Parinaaz Lall,Odisha,Foldable Keyboard,256
2024-11-25,Yuvaan Saxena,Himachal Pradesh,Thermal Printer,198
2025-05-24,Urvi Kala,West Bengal,Graphic Pad,302
2025-07-14,Divij Varughese,Telangana,OMR Scanner,282
2025-05-13,Vaibhav Sankar,Himachal Pradesh,Foldable Keyboard,166
2025-04-18,Shray Lanka,Arunachal Pradesh,Graphic Pad,164
2025-01-25,Sana Lall,Rajasthan,Mechanical Keyboard,207
2025-03-22,Hansh Dara,Telangana,OCR Scanner,361
2025-05-08,Tara Sarraf,Uttar Pradesh,OCR Scanner,228
2025-08-17,Hazel Lad,Uttarakhand,Foldable Keyboard,482
2025-04-02,Taran Keer,Andhra Pradesh,Flatbed Scanner,216
2025-05-11,Nehmat Chaudry,Telangana,OMR Scanner,343
2025-01-18,Divij Manda,West Bengal,OCR Scanner,351
2025-02-28,Riya Sharma,Andhra Pradesh,Mouse,489
2025-03-09,Anay Chaudhary,Uttar Pradesh,Graphic Pad,241
2025-03-10,Anvi Bobal,Uttarakhand,Foldable Keyboard,552
2025-02-16,Krish Manda,Haryana,Mechanical Keyboard,553
2025-05-04,Yuvaan Dugar,Haryana,WebCam,252
2025-06-26,Kimaya Jaggi,Karnataka,Graphic Pad,237
2025-08-01,Yashvi Bhargava,Bihar,Flatbed Scanner,550
2025-05-23,Taimur Kota,Odisha,OCR Scanner,318
2024-11-20,Damini Jaggi,Tamil Nadu,Flatbed Scanner,433
2025-05-27,Kismat Dhillon,Uttar Pradesh,OMR Scanner,311
2025-06-01,Riaan Banik,Karnataka,OCR Scanner,422
2024-09-26,Jhanvi Venkataraman,Andhra Pradesh,Mechanical Keyboard,440
2025-07-16,Adira Majumdar,Jammu and Kashmir,Thermal Printer,379
2025-06-04,Urvi Gala,Assam,Thermal Printer,137
2025-07-05,Samaira Dutta,West Bengal,Graphic Pad,435
2025-07-24,Hrishita Khosla,Maharashtra,OCR Scanner,248
2025-06-23,Rasha Dayal,Jammu and Kashmir,Graphic Pad,170
2025-08-20,Gokul Buch,Karnataka,OMR Scanner,202
2025-06-29,Raghav Agate,Andhra Pradesh,Thermal Printer,134
2025-05-22,Anay Krish,Tamil Nadu,Mouse,178
2025-05-04,Gatik Barad,Odisha,Laser Printer,304
2024-12-11,Raunak Trivedi,Rajasthan,Thermal Printer,360
2025-07-25,Anika Chahal,Tamil Nadu,Mouse,397
2024-12-04,Ivan Yogi,Maharashtra,Thermal Printer,156
2024-09-10,Jayesh Rege,Gujarat,Laser Printer,211
2024-12-15,Kimaya Chauhan,Kerala,Standard Keyboard,521
2025-06-05,Gatik Sane,Bihar,OCR Scanner,259
2024-10-24,Mishti Deshpande,Punjab,Thermal Printer,252
2024-10-06,Adah Vora,Uttarakhand,OCR Scanner,171
2025-07-20,Aaina Sem,West Bengal,Standard Keyboard,435
2024-11-15,Akarsh Lata,Tamil Nadu,WebCam,544
2025-05-27,Mahika Golla,Haryana,Flatbed Scanner,235
2025-03-27,Zara Sheth,Himachal Pradesh,Foldable Keyboard,290
2024-12-24,Armaan Lad,Rajasthan,Foldable Keyboard,394
2024-10-06,Sumer Datta,Haryana,OCR Scanner,287
2025-01-29,Vidur Korpal,Tamil Nadu,Foldable Keyboard,277
2025-04-20,Vihaan Gala,Bihar,Standard Keyboard,114
2025-03-24,Anika Dhaliwal,Maharashtra,Foldable Keyboard,154
2025-03-07,Abram Saha,Bihar,OMR Scanner,141
2025-01-20,Samaira Ben,Maharashtra,OCR Scanner,319
2025-06-09,Adah Bains,Gujarat,Gaming Mouse,275
2024-10-30,Kartik Srivastava,Tamil Nadu,Standard Keyboard,157
2025-06-24,Miraan Rana,Jammu and Kashmir,OMR Scanner,133
2025-08-21,Sahil Bandi,Kerala,WebCam,160
2024-10-07,Anya Sekhon,Gujarat,Graphic Pad,128
2024-11-04,Prisha Shan,Bihar,Thermal Printer,538
2025-01-16,Jayesh Choudhury,Uttarakhand,Laser Printer,178
2025-05-01,Ishaan De,Tamil Nadu,Graphic Pad,182
2025-02-04,Shalv Cherian,Telangana,Standard Keyboard,273
2025-06-20,Myra Kade,Arunachal Pradesh,Foldable Keyboard,234
2025-07-18,Shray Dhingra,Rajasthan,Laser Printer,288
2025-07-03,Nishith Chandran,Karnataka,Gaming Mouse,523
2024-10-13,Anya Dugar,Gujarat,OMR Scanner,102
2025-05-14,Tara Lad,Madhya Pradesh,OCR Scanner,329
2024-11-28,Kartik Seth,Himachal Pradesh,OMR Scanner,554
2025-07-26,Raunak Swaminathan,Bihar,Laser Printer,433
2025-02-03,Gokul Bhandari,Arunachal Pradesh,Standard Keyboard,337
2025-04-26,Faiyaz Borde,Tamil Nadu,Thermal Printer,552
2025-07-17,Lakshit Bhat,Punjab,Graphic Pad,328
2025-03-15,Ishita Rajagopalan,Assam,Mechanical Keyboard,375
2025-06-19,Ayesha Agrawal,Tamil Nadu,OMR Scanner,283
2025-08-24,Vidur Manne,Tamil Nadu,Mouse,576
2025-01-08,Ishita Varughese,Madhya Pradesh,OMR Scanner,203
2025-02-24,Bhavin Sami,Karnataka,Standard Keyboard,461
2025-03-21,Jayant Vasa,Karnataka,Laser Printer,220
2025-04-19,Ivana Manda,Tamil Nadu,Gaming Mouse,268
2025-04-07,Nirvi Date,Uttarakhand,Mouse,537
2025-02-15,Farhan Kala,Andhra Pradesh,Standard Keyboard,583
2025-04-08,Dharmajan Basak,Gujarat,WebCam,195
2024-09-30,Tushar Mann,Telangana,Thermal Printer,563
2024-12-26,Tejas Sharma,Assam,OCR Scanner,360
2024-10-28,Charvi Ghose,Uttar Pradesh,Foldable Keyboard,151
2025-08-21,Raghav Varkey,Jammu and Kashmir,OMR Scanner,506
2025-07-26,Gokul Sachdev,Punjab,Laser Printer,414
2024-11-30,Arnav Master,Assam,OMR Scanner,198
2024-10-10,Raunak Balakrishnan,Karnataka,Thermal Printer,581
2025-05-06,Adira Contractor,Andhra Pradesh,Mechanical Keyboard,581
